min,max,mean,std
0,65532,61456.8,14351.8
0,65533,61300.8,14662.7
0,65530,61297.7,14662.8
0,65533,61376.9,14508.2
0,65533,61378.7,14509.1
0,65526,61299.3,14662.8
0,65523,61223.8,14814.9
0,65532,61299.3,14662.1
0,65516,61221.7,14813.9
0,65533,61378.8,14509
0,65534,61299.3,14663.1
0,65535,61456.3,14353
0,65525,61300.8,14662.8
0,65535,61302.8,14662.9
0,65524,61378.2,14507.6
0,65531,61452,14351.2
0,65429,61147.2,14964.9
0,65529,61378.5,14508.8
0,65535,61378.4,14508.6
0,65535,61377.7,14508.6
0,65533,61458.4,14352.8
0,65510,61296.6,14662.6
0,65421,61140,14963.3
0,65520,61297.9,14661.8
0,65531,61376.9,14508.3
0,65530,61376.1,14508.2
0,65535,61381.9,14509.9
0,65531,61300,14662.3
0,65531,61225.4,14815.9
0,65531,61224.5,14815.5
0,65531,61300.4,14662.4
0,65531,61301.2,14662.3
0,65526,61378.8,14508.8
0,65530,61219.7,14813.9
0,65523,61298.4,14661.9
0,65534,61300.7,14662.8
0,65532,61301.2,14664
0,65528,61295.2,14661.4
0,65523,61460.6,14351.3
0,65534,61378,14508.9
0,65527,61377.3,14508.2
0,65534,61301.2,14663.4
0,65532,61454.6,14352.6
0,65527,61224.7,14815.1
0,65535,61533.6,14194.6
0,65533,61298.1,14662.2
0,65532,61456.9,14351.9
0,65533,61298.6,14662.6
0,65530,61456.8,14350.7
0,65524,61383.6,14508.9
0,65528,61377,14508.2
0,65529,61301,14662.7
0,65531,61456,14353.1
0,65535,61303.4,14663.1
0,65510,61300.2,14662.7
0,65521,61221.5,14814.2
0,65532,61375.9,14508.1
0,65534,61299.5,14662.3
0,65535,61379.7,14508
0,65533,61534.5,14194.3
0,65528,61302.5,14663.3
0,65532,61299.2,14662.2
0,65530,61454.5,14351.8
0,65534,61378.6,14508.5
0,65527,61302.7,14663.3
0,65526,61299.5,14662.8
0,65526,61376,14508
0,65532,61219.9,14814.2
0,65531,61380.8,14509.1
0,65525,61298.4,14663
0,65533,61608.2,14034.1
0,65530,61223.7,14815.1
0,65534,61297.2,14662.4
0,65535,61303.3,14662.8
0,65533,61453.9,14351.5
0,65531,61298.9,14662.2
0,65530,61377.3,14508.4
0,65532,61458,14353.1
0,65533,61377,14509.2
0,65531,61299.4,14662.4
0,65535,61299.9,14662.6
0,65534,61532.4,14193.3
0,65430,61146.3,14965.2
0,65533,61456.8,14353.1
0,65525,61221.2,14813.9
0,65508,61456.7,14350.5
0,65528,61376.4,14508.1
0,65534,61377.4,14508.8
0,65530,61378.8,14508.3
0,65532,61377.7,14507.8
0,65534,61455,14352.4
0,65534,61381,14509.1
0,65530,61378.9,14507.9
0,65533,61461,14352.5
0,65533,61300.9,14662.5
0,65532,61221.5,14814.2
0,65534,61456.9,14352.8
0,65535,61377,14508.2
0,65534,61300,14662.2
0,65535,61302.9,14663.9
0,65535,61377.7,14508.7
0,65533,61531.4,14194.4
0,65531,61601.2,14032.4
0,65531,61302,14663.2
0,65530,61375.9,14509
0,65534,61454.3,14351.4
0,65532,61376.7,14507.9
0,65532,61299.6,14662.4
0,65535,61457.9,14352.2
0,65533,61456.8,14351.9
0,65535,61300.4,14663.1
0,65531,61455.1,14352.4
0,65533,61299.8,14662.6
0,65531,61302,14662.9
0,65531,61378.2,14508.4
0,65531,61457.1,14352.1
0,65529,61377.2,14507.6
0,65418,61143.8,14963.8
0,65519,61299.3,14662.5
0,65534,61537.2,14194.8
0,65534,61301.4,14663.2
0,65533,61456.5,14352.9
0,65533,61455.7,14352.1
0,65535,61454.2,14351.6
0,65533,61300.6,14662.3
0,65521,61298.1,14661.9
0,65532,61378.9,14507.9
0,65530,61377.3,14508.7
0,65535,61377.6,14508.3
0,65528,61222.4,14815
0,65535,61300.7,14662.3
0,65535,61456,14351.7
0,65534,61613.6,14034
0,65535,61300.1,14661.5
0,65530,61456.6,14351.1
0,65527,61375.9,14508.1
0,65532,61460.6,14352.3
0,65535,61300.2,14662.8
0,65416,61146.5,14965.1
0,65535,61302.1,14663.2
0,65535,61379.4,14508.5
0,65531,61298.7,14662.2
0,65529,61383.1,14509.7
0,65529,61456.7,14351.8
0,65530,61301.5,14663.1
0,65529,61458.8,14352.2
0,65535,61453.9,14352
0,65516,61303.2,14662.8
0,65535,61378.9,14508.6
0,65526,61461.3,14352.5
0,65534,61456,14351.9
0,65534,61453.5,14351.7
0,65530,61379.1,14509
0,65523,61458.5,14350.3
0,65535,61379.6,14509.3
0,65522,61456.8,14350.9
0,65534,61457.1,14352.2
0,65535,61299.4,14662.6
0,65505,61299.7,14662.1
0,65531,61456.5,14351.5
0,65532,61457.9,14351.5
0,65534,61456.2,14353.8
0,65534,61455,14352.5
0,65535,61457.4,14352.5
0,65530,61300.2,14661.8
0,65515,61300.1,14662.9
0,65528,61457.4,14353.4
0,65533,61379.2,14508.7
0,65520,61302.9,14663
0,65493,61455.8,14350
0,65530,61221.2,14814.1
0,65532,61382,14508
0,65494,61298.4,14662.1
0,65534,61457.3,14352.2
0,65528,61299.6,14662.5
0,65530,61458,14351.6
0,65529,61457.6,14352.2
0,65522,61456,14350.2
0,65530,61221.2,14814.2
0,65530,61378.3,14508.6
0,65430,61142.8,14964.1
0,65534,61456.1,14351.4
0,65520,61457.8,14351.7
0,65528,61302.3,14663.5
0,65531,61380.3,14508.9
0,65535,61377.7,14508.3
0,65535,61536.1,14194.5
0,65533,61302.8,14662.9
0,65463,61297.7,14661.4
0,65535,61534.8,14195.4
0,65511,61299.4,14662.5
0,65528,61454.8,14351.5
0,65527,61224.4,14814.2
0,65533,61380.5,14508.8
0,65529,61378,14507.6
0,65533,61222.4,14815.2
0,65528,61378.1,14508.7
0,65531,61382.5,14510.1
0,65525,61454.2,14351.5
0,65533,61220,14814.5
0,65534,61300.5,14662.3
0,65416,61145.1,14965.3
0,65529,61455.4,14351.9
0,65530,61457.6,14352.8
0,65517,61455.7,14353.8
0,65534,61300.6,14662.5
0,65533,61454.9,14353.3
0,65532,61299.2,14662.4
0,65535,61380.5,14509.8
0,65499,61303.2,14663.2
0,65531,61456.2,14353.5
0,65535,61377.8,14508.6
0,65514,61298.7,14662.6
0,65535,61301.7,14663.8
0,65532,61459.1,14351.1
0,65530,61222,14814.2
0,65533,61457.6,14352.5
0,65534,61611.1,14034.5
0,65535,61455.8,14352.3
0,65495,61299.6,14663.1
0,65529,61453.6,14351
0,65535,61377.3,14508.3
0,65524,61457.6,14350.9
0,65527,61459.8,14352.1
0,65500,61299.9,14662.4
0,65527,61377.2,14508.4
0,65534,61302.1,14663.4
0,65535,61300.5,14663.2
0,65534,61379.9,14509.3
0,65530,61298.7,14662.9
0,65534,61533,14194.5
0,65535,61376.9,14507.5
0,65535,61297.4,14662.3
0,65532,61300.8,14662.3
0,65524,61379,14508.2
0,65525,61220.1,14814.1
0,65531,61375.8,14508.5
0,65527,61300.9,14663.2
0,65439,61147,14965.7
0,65532,61378.7,14509.4
0,65525,61456.2,14352.2
0,65527,61377.5,14508.8
0,65528,61377.2,14508.1
0,65532,61302.9,14662.7
0,65533,61455.8,14352.6
0,65534,61381.1,14509.1
0,65535,61377.9,14507.8
0,65534,61534.2,14196.7
0,65527,61380.2,14509.5
0,65530,61221.3,14814.8
0,65535,61377.2,14507.9
0,65535,61533,14193.7
0,65530,61456.6,14352.6
0,65529,61376.8,14508.2
0,65534,61222,14814.2
0,65517,61454.4,14353
0,65525,61456.4,14351.9
0,65514,61379.6,14505.7
0,65532,61457.2,14352.4
0,65532,61377,14509.2
0,65530,61459.6,14351.9
0,65520,61222.5,14814.4
0,65535,61299.1,14662.4
0,65535,61455.7,14351.9
0,65534,61300.3,14662.5
0,65530,61300.3,14663
0,65530,61456.8,14351.9
0,65525,61299.7,14662.6
0,65535,61380.6,14509.3
0,65533,61379,14509.5
0,65527,61220.2,14814.4
0,65527,61458.5,14352.9
0,65534,61382.5,14508.7
0,65534,61301,14662.8
0,65531,61302.8,14662.7
0,65535,61457.4,14353.4
0,65512,61300.2,14662.8
0,65534,61303.3,14663.6
0,65532,61378,14508.6
0,65531,61226.3,14815.9
0,65533,61378.3,14508.5
0,65535,61378.4,14507.6
0,65533,61458.1,14351.3
0,65533,61535.5,14194.5
0,65521,61379.1,14509.5
0,65524,61378,14507.9
0,65532,61456.1,14351.8
0,65534,61455.6,14351.3
0,65532,61454.8,14352.1
0,65428,61144.1,14964.4
0,65512,61458.4,14354
0,65530,61378.3,14508.3
0,65532,61377.9,14506.9
0,65533,61224.4,14815.2
0,65519,61455.4,14352.5
0,65523,61300,14662.6
0,65534,61377.8,14508.6
0,65533,61298.4,14662.3
0,65489,61296.2,14660.4
0,65527,61455.4,14352.5
0,65535,61223.7,14815
0,65530,61380.1,14508.5
0,65534,61380.5,14508.7
0,65535,61379.5,14508.5
0,65524,61222.8,14814.5
0,65531,61456.5,14350.3
0,65523,61456.4,14354.3
0,65531,61301.3,14662.9
0,65522,61457.6,14352.1
0,65535,61456.2,14351.8
0,65529,61223,14815.7
0,65522,61456.2,14350.9
0,65527,61377.7,14509.2
0,65513,61455.5,14349.6
0,65534,61380.6,14509.3
0,65528,61451.5,14352.7
0,65530,61455,14350.9
0,65507,61297.5,14662
0,65535,61378.6,14508.5
0,65534,61456.6,14351.7
0,65532,61536.6,14194.9
0,65533,61457.2,14352
0,65521,61457.2,14351.3
0,65531,61454.6,14351.9
0,65523,61298.1,14661.9
0,65493,61296.3,14662.2
0,65531,61533.2,14195.1
0,65525,61455.9,14354
0,65513,61301.2,14662.2
0,65520,61460.1,14350.7
0,65534,61376.3,14508.1
0,65527,61376.9,14507.1
0,65531,61297.8,14662.1
0,65533,61378.4,14510.1
0,65533,61299,14662.6
0,65532,61301.3,14662.6
0,65535,61457.8,14353.1
0,65533,61375.5,14508.3
0,65534,61457.4,14351.5
0,65532,61220.6,14814.5
0,65422,61145,14964.9
0,65527,61378.8,14507.6
0,65534,61457.7,14352.1
0,65519,61458.4,14352.9
0,65535,61379.1,14508.5
0,65526,61458.1,14351.6
0,65535,61456.6,14352.2
0,65531,61454.7,14351.7
0,65525,61375.9,14508
0,65534,61299.6,14662.5
0,65533,61378.6,14508.8
0,65531,61379.7,14508.3
0,65530,61223.7,14814.9
0,65527,61298.1,14662.5
0,65531,61454.6,14352.1
0,65513,61223.2,14814.8
0,65534,61380.4,14509
0,65530,61376.7,14507.7
0,65530,61378.7,14509.4
0,65533,61377.9,14508.8
0,65530,61379.4,14507.9
0,65535,61456.9,14351.9
0,65533,61376,14508.1
0,65419,61141.7,14964.8
0,65529,61453.5,14350.8
0,65526,61454.2,14350.6
0,65497,61301,14662.3
0,65533,61378.4,14508.9
0,65528,61301.7,14663.9
0,65530,61459.8,14351.6
0,65535,61458.3,14351.6
0,65529,61376.8,14508.1
0,65527,61300.8,14663.4
0,65534,61295.8,14661.8
0,65528,61457.2,14352.1
0,65535,61381.3,14509.4
0,65519,61452.6,14353.5
0,65524,61376.2,14509.7
0,65534,61535.5,14194
0,65535,61456.3,14352.6
0,65519,61222.4,14814.3
0,65535,61223.8,14815
0,65535,61378.1,14508.1
0,65532,61301.1,14662.4
0,65504,61301.3,14663
0,65516,61459.3,14351.5
0,65526,61299.4,14662
0,65525,61459.3,14350.1
0,65525,61222.8,14815.9
0,65519,61302.3,14661.5
0,65533,61300.7,14662.6
0,65525,61378.5,14506
0,65507,61302.5,14662.5
0,65532,61377.5,14508.8
0,65528,61378.8,14508.8
0,65523,61221.1,14814.4
0,65530,61458.3,14350.6
0,65440,61146.3,14964.3
0,65513,61460.4,14354.3
0,65535,61302.5,14663.3
0,65534,61379.9,14508.7
0,65535,61301.8,14663
0,65534,61379.3,14509.2
0,65525,61302.6,14664.3
0,65526,61377.6,14508.9
0,65484,61458.9,14350.1
0,65526,61299.1,14662.3
0,65533,61377.8,14508.3
0,65535,61456.1,14352
0,65535,61455.3,14353.2
0,65528,61454.6,14351.8
0,65531,61304,14663.5
0,65530,61300.1,14662.6
0,65532,61222.1,14815.7
0,65533,61304.7,14662.5
0,65535,61378.5,14509.1
0,65531,61300.1,14663.1
0,65496,61299.3,14662.4
0,65530,61377,14508.3
0,65528,61460.2,14351.5
0,65521,61223,14814.9
0,65521,61301,14662.7
0,65500,61303.9,14662.5
0,65534,61224,14815.4
0,65535,61379.5,14508.5
0,65535,61224,14815.5
0,65535,61609.5,14033.1
0,65531,61379.3,14509.1
0,65535,61378.1,14508.9
0,65503,61457,14352.8
0,65518,61455.8,14352.9
0,65417,61142.8,14965
0,65535,61456.3,14350.6
0,65530,61300.9,14662.9
0,65516,61300,14661.7
0,65527,61225.3,14816
0,65535,61457.2,14352.4
0,65529,61379.8,14507.7
0,65526,61459.7,14351.6
0,65533,61457.4,14353
0,65533,61459,14352.9
0,65530,61377.2,14509
0,65532,61299.4,14662.4
0,65532,61456.1,14352.4
0,65533,61461,14352.5
0,65532,61456.8,14353.7
0,65529,61456.1,14352
0,65534,61298.4,14662.7
0,65530,61298.4,14662.3
0,65505,61297,14661.9
0,65534,61381,14508.7
0,65535,61379.1,14509
0,65531,61536.1,14194.1
0,65511,61459.4,14349.9
0,65535,61454.6,14352.1
0,65535,61376.5,14508.1
0,65535,61456.9,14353.5
0,65534,61458.2,14352.2
0,65525,61218.1,14813.3
0,65535,61535.4,14193.1
0,65512,61456.5,14354.4
0,65535,61379.3,14508.6
0,65534,61534.4,14194
0,65533,61458.8,14351.4
0,65532,61530.6,14195.3
0,65423,61144.5,14965.1
0,65535,61373.8,14508.1
0,65531,61298.3,14662.2
0,65485,61458.9,14354.2
0,65533,61375.8,14507.8
0,65534,61301.7,14663.8
0,65535,61377.6,14508.3
0,65530,61380.1,14509.2
0,65529,61456,14352.9
0,65533,61537.5,14194.7
0,65533,61300.6,14662.1
0,65530,61375,14507.8
0,65530,61301.5,14662.3
0,65535,61458.2,14353.9
0,65529,61224.7,14815.4
0,65519,61304.2,14662.5
0,65533,61219.5,14814.2
0,65534,61379.6,14507.4
0,65527,61378.9,14507.4
0,65514,61454.6,14351.2
0,65534,61222.1,14814.1
0,65522,61454.2,14352.1
0,65533,61452.6,14352.4
0,65506,61303.4,14664.5
0,65519,61455.7,14350.2
0,65525,61457,14353.3
0,65423,61145.6,14965.1
0,65528,61458.4,14352
0,65530,61377,14507.6
0,65526,61459.6,14350.8
0,65531,61303.1,14663.8
0,65535,61454.6,14352.1
0,65532,61378.6,14508.3
0,65535,61373.9,14507.9
0,65535,61299.3,14662
0,65533,61378.4,14508.1
0,65522,61377.4,14508.5
0,65516,61379.5,14509.9
0,65511,61457.9,14351
0,65498,61460.4,14351.1
0,65513,61456.5,14353.2
0,65534,61377,14507.9
0,65515,61459.7,14351.7
0,65521,61379.1,14508
0,65515,61302.2,14663.4
0,65490,61457.4,14350.5
0,65524,61460.5,14350.6
0,65523,61218.5,14813.6
0,65533,61300.7,14663.3
0,65529,61379.7,14508.7
0,65516,61301.9,14662.7
0,65535,61379.1,14509.6
0,65530,61376.6,14508.2
0,65534,61457.3,14351.7
0,65534,61534.3,14194.8
0,65534,61455.8,14350.8
0,65534,61537.3,14194.5
0,65520,61458.2,14352.3
0,65533,61452.6,14351.9
0,65533,61458,14352.8
0,65535,61223.2,14814.8
0,65535,61457.6,14352.5
0,65525,61377.5,14507.7
0,65532,61374,14507.3
0,65528,61221.5,14813.9
0,65533,61380.7,14508.4
0,65532,61376.2,14508.3
0,65515,61456.9,14352
0,65535,61305.3,14664.2
0,65530,61381.7,14508.7
0,65533,61377.8,14508.6
0,65516,61462,14352.2
0,65534,61298.3,14662.9
0,65527,61302.3,14662.6
0,65495,61456.7,14349.5
0,65521,61461.1,14351.1
0,65532,61374.7,14507.1
0,65535,61378.4,14509.1
0,65531,61455.7,14351.3
0,65415,61142,14963.9
0,65533,61457.1,14351.1
0,65532,61381.9,14508.4
0,65529,61223,14814
0,65515,61297.1,14661.9
0,65516,61455.7,14351.7
0,65527,61456.5,14351.3
0,65524,61376.2,14507.9
0,65534,61222.1,14815.1
0,65534,61377.6,14509
0,65528,61380.6,14508.3
0,65535,61299.7,14662.7
0,65535,61454.2,14351.7
0,65527,61380,14508.8
0,65532,61456.7,14352.9
0,65520,61456,14349.7
0,65518,61302.1,14663.2
0,65529,61456,14351.8
0,65533,61456.9,14352.4
0,65535,61300.6,14662.4
0,65525,61378.1,14508
0,65535,61454.2,14353
0,65535,61222.1,14814.4
0,65527,61532.6,14192.6
0,65475,61296.1,14661.2
0,65523,61298.4,14662.4
0,65528,61457.4,14351.2
0,65526,61223.5,14814.7
0,65514,61458.4,14350.4
0,65535,61377,14508.3
0,65534,61379,14508.9
0,65529,61456.4,14352.3
0,65481,61301.1,14661.9
0,65535,61378.6,14507.5
0,65534,61457,14352.5
0,65529,61299.3,14662.4
0,65534,61383.8,14509.2
0,65510,61459.1,14351.9
0,65521,61455.3,14351.4
0,65535,61456.1,14352.6
0,65535,61533.1,14193.2
0,65533,61532.5,14192.8
0,65528,61457.6,14352.1
0,65505,61296.2,14661.8
0,65535,61378.2,14508.2
0,65535,61532.8,14193.8
0,65534,61377.2,14508.4
0,65525,61299.9,14662
0,65521,61222.6,14814.4
0,65529,61376.6,14507.7
0,65533,61300.3,14662.7
0,65409,61143.1,14964.7
0,65501,61459.2,14351.1
0,65487,61298,14661.2
0,65534,61536.9,14195.2
0,65533,61299.2,14663.1
0,65533,61221,14814
0,65530,61458.8,14351.3
0,65534,61378.2,14508.2
0,65534,61377.6,14507.4
0,65418,61143.3,14965.4
0,65525,61458.6,14352.8
0,65521,61300.1,14663.3
0,65534,61379.8,14508.8
0,65534,61457.4,14352.2
0,65535,61454.8,14352.6
0,65533,61222.5,14814.7
0,65528,61375.9,14507.9
0,65519,61455,14352.9
0,65516,61453.1,14354
0,65532,61221.9,14814.3
0,65528,61220.8,14814.3
0,65528,61297.8,14662.5
0,65531,61459,14352.6
0,65535,61301.2,14662.8
0,65533,61452.5,14351.3
0,65529,61296,14661.6
0,65503,61301.4,14663
0,65532,61300.2,14661.8
0,65535,61222.8,14814.7
0,65535,61379.4,14508.9
0,65532,61224.6,14814.6
0,65513,61454.6,14350.8
0,65535,61533.4,14193.7
0,65534,61379.8,14509.4
0,65535,61461.3,14353.8
0,65510,61455.5,14350.7
0,65533,61302.9,14663.4
0,65524,61374.7,14507.3
0,65530,61377.5,14507.6
0,65535,61381.9,14509.5
0,65526,61456.2,14351.3
0,65533,61223.2,14814.3
0,65529,61300.3,14663.2
0,65534,61376.3,14507.8
0,65526,61379.3,14508.1
0,65520,61455.9,14353.9
0,65535,61453.7,14353.7
0,65524,61378.3,14506.9
0,65488,61296,14661.9
0,65535,61303.2,14662.9
0,65533,61224.4,14815.6
0,65482,61301.4,14661.8
0,65532,61375,14507.1
0,65534,61377.3,14507.2
0,65443,61143.3,14964.3
0,65535,61298.8,14662
0,65531,61455.6,14352
0,65534,61299.9,14662.5
0,65517,61458.8,14350.8
0,65516,61302.1,14663.2
0,65534,61298.7,14661.5
0,65533,61455.4,14352.8
0,65532,61379.4,14508.5
0,65525,61379.8,14509.1
0,65533,61301.5,14661.2
0,65534,61302.2,14662.8
0,65525,61458,14351.9
0,65532,61380.6,14508.9
0,65535,61456.4,14352
0,65429,61144.1,14964.7
0,65535,61536.3,14194.6
0,65533,61453.8,14351.4
0,65532,61380.6,14509
0,65526,61221.7,14815.1
0,65535,61455.3,14352
0,65535,61297.2,14661.8
0,65530,61456.5,14351.4
0,65526,61223.8,14814.5
0,65535,61379,14508.8
0,65535,61458.6,14352.4
0,65524,61301.1,14662.9
0,65516,61301.7,14663.2
0,65535,61377.7,14508.6
0,65534,61535.5,14194.2
0,65533,61300.6,14662.5
0,65535,61302.6,14662.8
0,65535,61379,14507.9
0,65526,61457.4,14351
0,65530,61458.4,14351.5
0,65517,61301.5,14662.5
0,65535,61456.2,14353
0,65535,61302.3,14662.4
0,65534,61456.4,14351.3
0,65512,61301.6,14662.8
0,65531,61453.6,14351.8
0,65531,61454.4,14352.3
0,65530,61378,14507.4
0,65527,61221.9,14814.5
0,65422,61146.1,14964.6
0,65534,61454.3,14351.8
0,65529,61222,14814.2
0,65514,61298.9,14661.7
0,65534,61535.2,14193.5
0,65530,61379.2,14509.8
0,65520,61302.5,14662.2
0,65535,61457.2,14351.9
0,65421,61148.2,14965.4
0,65534,61299.8,14662.1
0,65515,61298.4,14661.9
0,65531,61458.9,14352.3
0,65426,61147.1,14965.9
0,65531,61298.5,14661.7
0,65535,61382.7,14509.9
